Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Block Name (block_name),Block Code (block_code),Gram Panchayat Name (gp_name),Gram Panchayat Code (gp_code),No. of Villages Where Survey  completed (villages_surveyed),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Household (tot_hh),Availability of banks (bank),Banks at a distance less than1 km (bank_dist_l1km),Banks at a distance upto 2 km (bank_dist_2km),Banks at a distance upto 5 km (bank_dist_5km),Banks at a distance upto 10 km (bank_dist_10km),Banks at a distance greater than 10 km (bank_dist_g10_km),Internet-Enabled Business Correspondent (bc_w_internet),ATM Available (atm),Broadband Internet Available (internet_bb),Connected by All-Weather Road (all_weather_road),Fully Covered Pucca Roads (cc_road_full),Partially Covered Pucca Roads (cc_road_partial),No Pucca Road Coverage (cc_road_not),Bus Transport Available (pub_trans_bus),Van Transport Available (pub_trans_van),Auto Transport Available (pub_trans_auto),No Public Transport (pub_trans_no),Railway Station Available (railway),Common Service Centre in Panchayat Bhawan (csc_panchayat),Separate Common Service Centre (csc_seperate),No Common Service Centre Available (csc_not),Domestic Electricity <1 Hr (elec_domes_1hrs),Domestic Electricity 1–4 Hrs (elec_domes_4hrs),Domestic Electricity 4–8 Hrs (elec_domes_8hrs),Domestic Electricity 8–12 Hrs (elec_domes_12hrs),No Domestic Electricity (elec_domes_no),Electricity for MSMEs (elec_msme),PDS Available (pds),Mandi Available (mandi),Regular Market Available (reg_mkt),Weekly Haat Available (weekly_haat),No Market Available (mkt_na),Tap Water Coverage 100% (tap_100),Tap Water Coverage 50–100% (tap_50),Tap Water Coverage <50% (tap_l50),Tap Water Coverage Single Habitation (tap_one_hab),No Tap Water Coverage (tap_na),Landline Service Available (tel_ll),Mobile Service Available (tel_mob),Landline & Mobile Available (tel_both),No Telephone Service (tel_na),Households Using Clean Energy (clean_energy_hhs),Solar/Wind Electrified Households (solar_wind_elect),Kutcha Wall & Roof Households (kuccha_hhs),Post Office/Sub-Post Office Available (po_sub_po),Panchayat Bhawan Available (panch_bhawan),No Public Information Board (pib_na),Updated Public Information Board (pib_av_upd),Non-Updated Public Information Board (pib_av_not_upd),Primary School Available (prim_school),Middle School Available (middle_school),High School Available (high_school),Higher Secondary School Available (high_second_school),Degree College Available (degree_clg),No School/College Available (school_college_na),Public Library Available (public_library),Indoor Playground (indoor_sports),Outdoor Playground (outdoor_sports),Indoor & Outdoor Sports Facility (both_sports),No Sports Facility (no_sports),Vocational/ITI/RSETI/DDU-GKY Centre (vocational),CHC Available (chc),PHC Available (phc),Sub-Centre Available (subcentre),No Health Centre Available (no_health),Sub-Centre <1 km (subcentre_l1km),Sub-Centre 1–2 km (subcentre_2km),Sub-Centre 2–5 km (subcentre_5km),Sub-Centre 5–10 km (subcentre_10km),Sub-Centre >10 km (subcentre_g10km),Veterinary Clinic Available (veterinary),Veterinary Clinic <1 km (veterinary_l1km),Veterinary Clinic 1–2 km (veterinary_2km),Veterinary Clinic 2–5 km (veterinary_5km),Veterinary Clinic 5–10 km (veterinary_10km),Veterinary Clinic >10 km (veterinary_g10km),Closed Drainage Available (closed_drain),Pucca Drain with Slab Cover (pucca_slab_drain),Open Pucca Drain (pucca_uncovered_drain),Open Kutcha Drain (kuchha_drain),No drainage facility (no_drain),Common pastures (pcomm_pasture)
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Rajgad Tanda","181500",1,1565,806,759,325,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,4,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Rampur","181501",1,628,340,288,132,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,55,0,60,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Ritha","181502",2,2034,1081,953,457,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,1,0,2,0,0,65,0,212,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Roda Na. Tanda","181503",2,872,470,402,169,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,154,0,40,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,2
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sakru Na. Tanda","181504",1,923,478,445,205,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,200,0,59,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Salaiguda","181505",1,550,276,274,131,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sarkhani","181506",1,3250,1743,1507,589,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,580,0,130,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sawargaon","181507",2,2127,1069,1058,445,0,0,0,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,2,0,0,0,0,2,0,422,0,127,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sawari","181508",1,1237,622,615,272,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,258,0,69,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Shaniwarpeth","181509",1,1306,666,640,290,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,152,0,6,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Shivni","181510",2,8488,4320,4168,1794,2,0,0,0,0,0,2,1,1,2,2,0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,9,1,59,2,2,0,2,0,2,2,2,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sindgi (M)","181511",1,2174,1143,1031,525,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,372,0,200,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Singarwadi","181512",2,2094,1081,1013,472,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,2,0,0,1,0,1,0,1,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2,0,0,151,0,149,1,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Singoda","181513",2,1438,724,714,313,0,0,0,0,1,1,0,0,0,2,0,1,1,2,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,2,0,0,2,0,0,0,0,2,0,296,0,206,1,1,1,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Sirpur","181514",1,1199,597,602,273,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,256,0,95,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Tallari","181515",3,2436,1235,1201,525,0,0,0,0,1,2,0,1,1,2,0,1,2,1,0,2,0,0,3,0,0,0,0,0,3,0,2,2,0,0,0,3,0,0,3,0,0,0,0,3,0,489,3,47,2,3,0,0,3,3,2,0,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,3,0,2
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Tembhi","181516",3,2095,1081,1014,443,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,1,2,21,0,20,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,3,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Thara","181517",2,1749,896,853,378,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,0,0,0,1,0,1,7,0,154,1,1,0,0,2,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Totamba","181518",1,391,193,198,76,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Umri (B)","181519",2,2882,1457,1425,669,2,0,0,0,0,0,2,1,2,1,0,0,2,1,0,1,0,0,2,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,0,2,0,628,2,119,1,2,2,0,0,2,1,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Unakdeo","181520",2,1830,981,849,282,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,2,5,0,8,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Wadoli","181521",1,853,436,417,205,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,70,0,50,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Walki (Bk)","181522",1,581,293,288,138,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,73,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Wazhara (Bk)","181523",2,2242,1115,1127,540,0,0,0,0,0,2,0,0,2,1,0,2,0,1,0,0,1,0,1,0,1,0,0,1,1,0,2,1,0,0,0,2,1,0,0,0,1,0,1,1,0,402,0,94,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2
"2020","Maharashtra","27","Nanded","485","Kinwat","4465","Yenda Penda","181524",2,2846,1483,1363,1406,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,2,4,0,302,1,2,0,0,2,2,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
"2020","Maharashtra","27","Nanded","485","Loha","4466","Adgaon","181525",1,2125,1075,1050,431,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,125,0,23,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Ambesangvi","181526",1,1350,700,650,242,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Andaga","181527",1,2222,1111,1111,422,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,12,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Anteshwer","181528",1,1030,520,510,215,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Ashtur","181529",1,3283,1633,1650,616,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,253,0,12,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Bamni (P.U.)","181530",1,1310,710,600,1310,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,200,0,185,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Berli (Kh)","181531",1,2780,1460,1320,565,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Betsangvi","181532",1,3513,1759,1754,628,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,158,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Bharaswada","181533",1,1233,628,605,215,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Bhendegaon","181534",1,1184,617,567,204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,168,0,25,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Borgaon (Ak)","181535",1,2111,1106,1005,416,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Borgaon (Kiwda)","181536",1,1890,970,920,335,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,266,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Borgaon (Kolha)","181537",1,801,401,400,140,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,62,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Chincholi (P.U.)","181538",1,710,360,350,111,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,52,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Chitli","181539",1,1220,610,610,240,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,60,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Chondi","181540",1,2020,1010,1010,460,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,136,0,25,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dagadgaon","181541",1,3010,1500,1510,552,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,240,0,36,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dagadsangvi","181542",1,1752,872,880,370,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,136,1,32,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dapshed","181543",1,2617,1318,1299,421,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,265,1,85,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Deoulgaon","181544",1,1899,950,949,391,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,0,90,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Derla","181545",1,1260,650,610,1260,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,120,0,200,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Devla Tanda","181546",1,1182,632,550,255,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,123,0,8,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhakni","181547",1,1667,850,817,287,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,74,0,19,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhanaj (Bk)","181548",1,903,453,450,211,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,65,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhanaj (Kh)","181549",1,1110,556,554,213,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,68,0,98,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhanora (Mk)","181550",1,3221,1621,1600,641,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,186,0,169,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhanora (S)","181551",1,960,500,460,195,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,52,0,25,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dhawari","181552",1,2870,1470,1400,510,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,208,1,58,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dolara","181553",1,910,556,354,162,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,56,0,56,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Dongargaon","181554",1,2514,1264,1250,506,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,138,1,5,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"2020","Maharashtra","27","Nanded","485","Loha","4466","Donwada","181555",1,1139,572,567,230,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,69,0,60,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2020","Maharashtra","27","Nanded","485","Loha","4466","Gaoundgaon","181556",1,1708,858,850,265,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,125,0,18,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
