Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173378","Bhamdeli","541202","Bhamdeli",376,204,172,56,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",56,false,10,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173378","Bhamdeli","541203","Thanegaon",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173378","Bhamdeli","541204","Junona",144,71,73,44,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","<50% habitation covered","Mobile",39,false,36,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173378","Bhamdeli","541207","Dewada",497,261,236,104,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","Not Covered","Mobile",90,false,90,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173417","Panwadala","541101","Gotala Rith",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"Both",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173417","Panwadala","541102","Ashti Rith",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Partially covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173417","Panwadala","541103","Panwadala",747,381,366,147,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Separately located",">12 hrs",true,false,"No","100% habitations covered","Mobile",147,false,50,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173382","Chalbardi Re.","541121","Chalbardi",1250,650,600,250,false,"5-10 kms",false,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",50,false,0,false,true,"Available but not updated",true,true,true,true,false,false,"No",false,"Sub Centre","Not applicable",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173402","Kansa Shirpur","541177","Chinchala (R)",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173422","Pipri (D)","541238","Pipri",887,462,425,234,false,">10 kms",false,"No",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","Mobile",200,false,25,false,true,"Available and updated",true,true,false,false,false,false,"Outdoor",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173432","Visapur Ryt.","541178","Ratnapur Rith",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173432","Visapur Ryt.","541179","Visapur Raiyyatwari",220,108,112,81,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",0,false,25,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173432","Visapur Ryt.","541180","Pachagaon Tukum",62,28,34,28,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",28,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173432","Visapur Ryt.","541181","Ghodabadeo Rt.",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173432","Visapur Ryt.","541186","Pachagaon Musalman",132,70,62,32,false,"2-5 kms",false,"No",false,false,"Partially covered","No",false,"No",">12 hrs",false,false,"No","Not Covered","No",32,false,25,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173425","Sagra","541159","Sagara",1204,618,586,318,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",80,false,21,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173405","Kodewada (Ma)","541136","Sonegaon Tukum",308,170,138,87,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",75,false,12,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","468","Amravati","4304","Chikhaldara","169736","Adhav","531689","Nagdehli",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173405","Kodewada (Ma)","541147","Kokewada Mankar",580,291,289,158,false,"5-10 kms",false,"No",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","100% habitations covered","Mobile",158,false,17,false,true,"Available but not updated",true,false,false,false,false,false,"Indoor",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173398","Gunjala","541221","Gunjala",293,156,137,76,false,"5-10 kms",false,"No",false,false,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",20,false,0,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","245276","Kondegaon Mal","541182","Kondegaon Tukum",4,2,2,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","245276","Kondegaon Mal","541183","Kondegaon Mal",663,338,325,131,false,"5-10 kms",false,"No",false,false,"Partially covered","Bus",false,"Separately located",">12 hrs",false,true,"No","100% habitations covered","Mobile",131,false,10,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173402","Kansa Shirpur","541104","Kansa Shirpur",473,231,242,119,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","No",25,false,20,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173402","Kansa Shirpur","541105","Chinchala Rith",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"Both",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173402","Kansa Shirpur","541106","Chinchala Raiyyatwari",141,72,69,36,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"Separately located","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,8,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173402","Kansa Shirpur","541167","Chichghat Rith",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"Separately located",">12 hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","468","Amravati","4304","Chikhaldara","169736","Adhav","531706","Tekda Nagzira",2,1,1,2,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173389","Deoulwada","541131","Deulwada",795,380,415,205,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",90,false,30,false,true,"Available and updated",true,true,false,true,false,true,"Outdoor",false,"Sub Centre","Not applicable",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173416","Palasgaon Singru","541120","Palasgaon",284,144,140,73,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",73,false,0,false,false,"Not Available",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173416","Palasgaon Singru","541166","Khutwanda Tukum",190,90,100,50,false,">10 kms",false,"No",false,true,"Not covered","Bus",false,"No",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",0,false,12,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173416","Palasgaon Singru","541169","Khutwanda Dixit",436,206,230,112,false,">10 kms",false,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","<50% habitation covered","Mobile",108,false,67,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173416","Palasgaon Singru","541170","Khutwanda Marar Rith",0,0,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173416","Palasgaon Singru","541171","Khutwanda Raiyyatwari",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","only one habitation is covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173391","Dhorwasa","541232","Dhorwasa",629,318,311,150,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",150,false,7,false,true,"Not Available",true,true,false,false,false,false,"Outdoor",false,"No","5-10 kms",false,"5-10 kms","No",true
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173374","Asthi Kakde","541191","Ashti Tukum",219,114,105,47,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",30,false,40,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173915","Thergaon Ryt.","541484","Kosambi Rith",0,0,0,2,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"Separately located","1-4 hrs",false,false,"No","Not Covered","Both",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"Both",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173374","Asthi Kakde","541192","Ashti Kakade",492,259,233,126,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",90,false,90,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173383","Chandankheda","541153","Chandan Kheda Makta",827,405,422,229,true,"Not applicable",true,"Yes",true,true,"Fully covered","Bus",false,"Separately located",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",210,false,16,true,true,"Available and updated",true,true,true,true,false,false,"Outdoor",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173383","Chandankheda","541154","Charur Dharapure",400,211,189,97,false,"1-2 kms",true,"No",true,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",95,false,10,false,false,"Available and updated",true,false,false,false,false,false,"Outdoor",false,"No","1-2 kms",false,"1-2 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173383","Chandankheda","541155","Borgaon Dhande",169,79,90,32,false,"2-5 kms",true,"No",true,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",31,false,15,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173383","Chandankheda","541161","Chandan Kheda",2710,1370,1340,658,true,"Not applicable",true,"Yes",true,true,"Fully covered","Bus",false,"Separately located",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",0,false,63,true,true,"Available and updated",true,true,true,true,false,false,"Outdoor",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173383","Chandankheda","541162","Mandapur Rt.",2,1,1,1,false,"< 1 km",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","< 1 km",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173428","Takali","541109","Belora",246,130,116,65,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",50,false,20,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173428","Takali","541110","Takli",695,350,345,175,false,"5-10 kms",false,"No",true,true,"Partially covered","Bus",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",160,false,10,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173428","Takali","541122","Hardola",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"Separately located",">12 hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173376","Bijoni","541156","Bijoni Raiyyatwari",786,405,381,175,false,"5-10 kms",false,"No",true,true,"Partially covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",170,false,50,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173373","Ashta","541140","Ashta",3380,1684,1696,685,false,"5-10 kms",true,"No",true,true,"Partially covered","Bus",false,"Separately located",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",467,false,450,true,true,"Available and updated",true,true,true,false,false,false,"Outdoor",false,"PHC","Not applicable",true,"Not applicable","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173395","Ghot Nimbala","541212","Ghot Nimbala",1100,585,515,261,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","50 to 100% habitations covered","Mobile",95,false,40,false,true,"Available and updated",true,false,false,false,false,false,"Outdoor",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173424","Rantalodhi","541208","Botezari",300,200,100,50,false,">10 kms",false,"No",false,true,"Not covered","Bus",false,"No",">12 hrs",false,false,"No","<50% habitation covered","No",30,false,40,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173424","Rantalodhi","541209","Ranatalodhi",504,250,254,158,false,">10 kms",false,"No",false,false,"Not covered","No",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","Not Covered","Mobile",52,false,158,false,false,"Not Available",true,false,false,false,false,false,"Outdoor",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","237132","Seloti Wagheda","541092","Sheloti Alias Wagheda",556,286,270,120,false,">10 kms",false,"No",false,true,"Partially covered","No",false,"No",">12 hrs",false,false,"No","<50% habitation covered","Mobile",30,false,20,false,true,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","237132","Seloti Wagheda","541158","Dhamani",566,293,273,151,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",50,false,40,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173384","Chaprala","541213","Chiparala",568,297,271,148,true,"Not applicable",true,"No",true,true,"Fully covered","Bus",true,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Both",100,false,7,true,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173406","Kondha","541129","Kondha",2109,1106,1003,697,false,"5-10 kms",true,"No",false,true,"Not covered","Bus",false,"No",">12 hrs",false,false,"No","<50% habitation covered","Mobile",400,false,150,true,true,"Not Available",true,true,false,false,false,false,"No",false,"CHC","Not applicable",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173387","Chicholi","541197","Chicholi",451,233,218,131,false,"2-5 kms",false,"No",false,true,"Fully covered","No",false,"No",">12 hrs",false,false,"No","<50% habitation covered","Mobile",130,false,13,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173387","Chicholi","541198","Minwat Tukum",2,1,1,2,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173387","Chicholi","541199","Minwat Kali",0,0,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173387","Chicholi","541200","Ghode Minwat",2,1,1,1,false,"< 1 km",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","< 1 km",false,"< 1 km","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173407","Kuchana","541113","Kuchana",2911,1480,1431,715,true,"Not applicable",true,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","Mobile",650,false,30,true,true,"Available and updated",true,true,true,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173407","Kuchana","541114","Thorana",403,218,185,89,false,"2-5 kms",false,"No",false,false,"Partially covered","Bus",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",80,false,3,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173426","Sawri","541201","Sawri",268,132,136,68,false,"5-10 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Mobile",68,false,7,false,true,"Available and updated",true,false,false,false,false,false,"Outdoor",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173418","Parodhi","541145","Parodhi",821,424,397,226,false,"5-10 kms",false,"No",true,true,"Partially covered","Bus",false,"Separately located",">12 hrs",true,true,"No","100% habitations covered","Mobile",200,false,15,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173418","Parodhi","541146","Katwal Bhagat",473,237,236,110,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Separately located",">12 hrs",false,false,"No","100% habitations covered","Mobile",105,false,10,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173419","Pawana Ry.","541089","Pawana Rt.",1493,749,744,388,false,"5-10 kms",true,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Both",300,false,100,false,true,"Not Available",true,true,true,true,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173394","Ghonad","541236","Kochi",511,269,242,120,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,false,"No","100% habitations covered","No",108,false,3,false,false,"Not Available",true,true,false,false,false,false,"No",false,"No","1-2 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173394","Ghonad","541239","Dhonad",521,278,243,153,false,">10 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","No",0,false,40,false,true,"Not Available",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"1-2 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173394","Ghonad","541240","Borgaon Rt.",2,1,1,1,false,"< 1 km",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","1-2 kms",false,"< 1 km","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173412","Mohbala","541223","Nunhara",416,210,206,118,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",25,false,2,false,false,"Not Available",true,false,false,false,false,false,"No",true,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173412","Mohbala","541224","Mohabala",684,338,346,194,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",194,false,0,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
