Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Banks (banks),ATM (atm),All-Weather Road Connectivity (all_weather_road_connectivity),Internal Pucca Roads (internal_pucca_roads),Public Transport Availability (public_transport),Common Service Centre (common_service_centre),Domestic Electricity Supply (Hours) (domestic_electricity_hrs),Public Distribution System (PDS) (pds),Market Facilities (market_facilities),Piped Tap Water Coverage (piped_tap_water),Telephone Services (telephone_services),Post Office/Sub-Post Office (post_office_subpost_office),Primary School (primary_school),Middle School (middle_school),High School (high_school),Higher Secondary School (higher_secondary_school),Vocational Education Centre (ITI/RSETI/DDU-GKY) (vocational_centre_iti_rseti_ddu_gky),Veterinary Hospital/Clinic (veterinary_hospital_clinic),Drainage Facilities (drainage_facilities),Soil Testing Centre (soil_testing_centre),Government Seed Centre (govt_seed_centre),Fertilizer Shop (fertilizer_shop),Community Waste Disposal System (community_waste_disposal),Community Biogas/Waste Recycling Facility (community_biogas_waste_recycling),Anganwadi Centre (aanganwadi_centre)
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192150","Beriste","551959","Osarvira",false,false,true,"Partially covered","Van","No",">12 hrs",true,"Weekly Haat","only one habitation is covered","No",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192149","Ase","551958","Vp-Bramhangaon",false,false,true,"Fully covered","Bus","No",">12 hrs",true,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192149","Ase","551957","Shastrinagar",false,false,true,"Partially covered","Van","No",">12 hrs",true,"No","only one habitation is covered","No",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192149","Ase","551956","Swaminagar",true,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","1-4 hrs",false,"Weekly Haat","Not Covered","No",true,true,true,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192149","Ase","551955","Ase",true,false,true,"Not covered","Bus","Separately located",">12 hrs",true,"Weekly Haat","only one habitation is covered","Mobile",true,true,true,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4594","Mokhada","192149","Ase","551954","Dhamani",false,false,true,"Partially covered","Van","No",">12 hrs",true,"No","<50% habitation covered","No",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192053","Bhuritek","551953","Bhuritek",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192049","Aaina","551952","Manmohadi",false,false,false,"Not covered","Bus","No","4-8 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192049","Aaina","551951","Aine",false,false,true,"Not covered","Bus","No","4-8 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192049","Aaina","551950","Khidse",false,false,false,"Not covered","Bus","No","4-8 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192077","Kortad","551949","Medhe",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",true,true,true,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,true,true,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192056","Chauk","551948","Chauk",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192082","Pathardi","551947","Pathardi",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192082","Pathardi","551946","Dongarwadi",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192096","Zap","551945","Shivajinagar",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192096","Zap","551944","Zap",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192078","Nandgaon","551943","Rajewadi",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192078","Nandgaon","551942","Nandgaon",false,false,false,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192079","Nyahale Bk.","551941","Shrirampur",false,false,false,"Not covered","Bus","No","4-8 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192071","Koulale","551940","Shirasgaon",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Both",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192071","Koulale","551939","Kaulale",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","No",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192087","Sakur","551938","Akhar",false,false,false,"Not covered","Bus","Separately located","8-12 Hrs",true,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192087","Sakur","551937","Sakur",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,false,false,false,false,false,false,"No",false,false,false,false,false,false
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192064","Dhanoshi","551936","Kadachimet",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192095","Valwanda","551935","Vp-Valwanda",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Weekly Haat","100% habitations covered","Mobile",true,true,true,true,false,true,true,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4602","Vikramgad","192596","Khuded","551934","Vijaynagar",false,false,true,"Fully covered","Auto","No","8-12 Hrs",false,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,true,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192089","Shiroshi","551933","Shiroshi",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192069","Juni Jawhar","551932","Kashivali Tarf Dengachimet",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192069","Juni Jawhar","551931","Juni Jawhar",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,true,true,false,false,false,"No",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192064","Dhanoshi","551930","Dhanoshi",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192051","Aaptale","551929","Gangapur",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,false
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192051","Aaptale","551928","Chandrapur",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,false,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192051","Aaptale","551927","Vp-Aaptale",false,false,true,"Not covered","Bus","No",">12 hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192080","Nyahale Kh.","551926","Rampur",false,false,true,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","245270","Jamsar","551891","Chandgaon",false,false,false,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,true,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192080","Nyahale Kh.","551925","Nyahale Kh",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192073","Kelghar","551924","Kelghar",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192071","Koulale","551923","Shrirampur",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Both",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192079","Nyahale Bk.","551922","Radhanagari",false,false,false,"Not covered","Bus","No","4-8 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192079","Nyahale Bk.","551921","Nyahale Bk.",false,false,false,"Partially covered","Bus","No","4-8 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192084","Raytale","551920","Vp-Raytale",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192080","Nyahale Kh.","551919","Nandnmal",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551918","Ganeshnagar",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551917","Jawhar Rural",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551916","Garadwadi",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192077","Kortad","551915","Ramnagar",false,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,true,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551914","Jayeshwar",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551913","Kasatwadi",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192089","Shiroshi","551912","Kalamvihira",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192062","Dengachimet","551911","Dengachimet",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,true,false,false,false,true,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192062","Dengachimet","551910","Tuljapur",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","100% habitations covered","Mobile",false,true,true,false,false,false,true,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192062","Dengachimet","551909","Kardhan",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","100% habitations covered","Mobile",false,true,false,true,false,true,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551908","Hade",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551907","Vp-Aadkhadak",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192066","Gorthan","551906","Kuturvihir",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192066","Gorthan","551905","Bharasatmet",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Both",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192074","Khadakhad","551903","Dharampur",false,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192079","Nyahale Bk.","551902","Pimpalgaon",false,false,false,"Partially covered","Bus","No","8-12 Hrs",false,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192096","Zap","551901","Kanadhatti",false,false,false,"Not covered","Auto","No","No",false,"No","100% habitations covered","No",false,false,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,false
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192054","Borale","551900","Borale",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","245270","Jamsar","551899","Suryanagar",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,true,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192076","Kogada","551898","Chandranagar",false,false,false,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","245270","Jamsar","551897","Jamsar",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","Not Covered","Both",false,true,true,false,false,false,true,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192066","Gorthan","551896","Gorthan",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192066","Gorthan","551895","Shivaji Nagar",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192052","Aayare","551894","Vp-Aayare",false,false,true,"Not covered","Van","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,true,true,true,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192050","Aakare","551893","Vp-Aakare",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192076","Kogada","551892","Vp-Anantanagar",false,false,false,"Not covered","Bus","No","No",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192094","Vinval","551887","Vp-Vinval",true,true,true,"Not covered","Bus","No",">12 hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192065","Ghivanda","551886","Vp-Ghivanda",false,false,false,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,true,true,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192067","Hateri","551885","Hateri",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192088","Sarsun","551884","Suryanagar",false,false,true,"Partially covered","Bus","Separately located","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192088","Sarsun","551883","Sarsun",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192068","Hiradpada","551882","Hiradpada",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192092","Vadoli","551881","Vp-Vadoli",false,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,true,true,false,false,false,"Open Kuccha Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192059","Dabhosa Pipurna","551880","Vp-Dabhosa",false,false,false,"Not covered","Bus","No","8-12 Hrs",true,"No","<50% habitation covered","Mobile",true,true,false,false,false,false,true,"No",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192059","Dabhosa Pipurna","551879","Vp-Pimpurna",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,true,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192061","Dehare","551878","Dehare",false,false,false,"Not covered","Bus","No","4-8 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192061","Dehare","551877","Devgaon",false,false,false,"Not covered","Bus","No","4-8 Hrs",false,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,true,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192060","Daskod","551876","Palshin",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,true,true,true,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192083","Pimpalshet","551875","Pimpalshet",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192055","Chambharshet","551874","Chambharshet",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192091","Tilonda","551873","Tilonde",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192083","Pimpalshet","551872","Kharonda",false,false,false,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,false,false,false,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192060","Daskod","551871","Bhagada",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192060","Daskod","551870","Morchachapada",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,true,true,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192060","Daskod","551869","Daskod",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,true,false,false,false,true,"No",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192077","Kortad","551868","Kortad",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",false,true,true,true,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192070","Kasatwadi","551867","Ramnagar",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192077","Kortad","551866","Savarpada",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","100% habitations covered","Mobile",false,true,true,true,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192086","Sakharshet","551865","Umbarkheda",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","Mobile",false,true,false,false,false,false,true,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192088","Sarsun","551864","Vp-Dadarkopara",false,false,true,"Fully covered","Bus","Separately located","8-12 Hrs",true,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192067","Hateri","551863","Malghar",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,false
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192093","Vavar","551862","Vangani",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Mobile",false,true,true,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192063","Dhadhari","551861","Vp-Jambhulmatha",false,false,true,"Not covered","Bus","No","4-8 Hrs",false,"No","Not Covered","No",false,true,true,false,false,false,false,"Open Kuccha Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","665","Palghar","4592","Jawhar","192063","Dhadhari","551860","Dhadhari",false,false,true,"Not covered","Bus","No","8-12 Hrs",false,"No","Not Covered","No",false,true,true,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
